filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
blues.00000.wav,0.3526780307292938,0.12935298681259155,1652.6809440385723,1893.039608638071,3515.5577055539443,0.07584673180104408,-121.47328186035156,128.49478149414062,-20.92880630493164,44.080509185791016,-7.675875186920166,18.350358963012695,-11.692983627319336,14.519498825073242,-10.53125,9.92276668548584,-6.173738956451416,7.850010871887207,-2.272305488586426,4.2928147315979,-4.158535003662109,-1.0460036993026733,-0.3900001347064972,-1.3075718879699707,-1.2538866996765137,0.8424927592277527,blues
blues.00001.wav,0.35128504037857056,0.09089503437280655,1331.6273869595802,1833.296502865362,2894.9667946091936,0.05000521135440835,-226.97708129882812,132.63409423828125,4.367794513702393,38.22174072265625,5.5243682861328125,20.30109405517578,-6.734012603759766,21.095808029174805,-7.271144390106201,10.21374225616455,-3.166435480117798,5.876311779022217,-0.4213213324546814,2.628861427307129,-4.599685192108154,0.6656951308250427,1.4929802417755127,-1.2232357263565063,-0.9833740592002869,-0.22960351407527924,blues
blues.00002.wav,0.3677937090396881,0.1661941260099411,1420.810935021868,1603.524785560839,2760.846414588167,0.0691524071925754,-105.9690933227539,150.17881774902344,-31.48400115966797,36.177001953125,-16.074758529663086,24.832347869873047,-11.429408073425293,8.599462509155273,-9.90165901184082,5.892969608306885,-11.812511444091797,2.0045411586761475,-5.991164684295654,-4.217172622680664,-7.093052864074707,1.2607759237289429,-6.3270344734191895,-3.5787830352783203,-1.5105291604995728,-3.2423131465911865,blues
blues.00003.wav,0.406210720539093,0.13960731029510498,962.4239652786162,1436.562133108126,1938.2755571617604,0.0312522658062645,-210.35467529296875,157.0500946044922,3.5999770164489746,26.7287654876709,4.448507308959961,11.799956321716309,-3.357975482940674,8.247526168823242,1.5520316362380981,8.042704582214355,0.34595194458961487,4.648708820343018,-2.5245468616485596,-1.4586906433105469,-1.7999176979064941,-0.41852784156799316,-1.4040507078170776,0.4376367926597595,0.04117210581898689,-2.9218294620513916,blues
blues.00004.wav,0.3047727346420288,0.09061688929796219,1798.6295462221965,1684.6219700751428,3487.0799195185614,0.10245126250725058,-167.83436584472656,128.84812927246094,-38.08592987060547,24.015289306640625,-31.99424171447754,10.346916198730469,-20.972198486328125,-0.5407482385635376,-10.206161499023438,0.0336320698261261,-12.480456352233887,-4.637306213378906,-5.159673690795898,-8.801595687866211,-8.3284330368042,-5.136504650115967,-5.396101474761963,-1.2352029085159302,-4.196590423583984,-12.486698150634766,blues
blues.00005.wav,0.3007071614265442,0.0987384095788002,1736.5746693477824,1624.979796858662,3247.129591656395,0.09037451511745939,-194.70437622070312,124.9205093383789,-19.8671875,34.41005325317383,-19.751012802124023,12.572403907775879,-19.94989013671875,2.9348599910736084,-7.7179999351501465,-1.5728272199630737,-10.883856773376465,-3.8463516235351562,-8.775494575500488,-10.75627613067627,-4.9224114418029785,-5.81600284576416,-1.6310597658157349,-3.4380619525909424,-2.408553123474121,-7.4964213371276855,blues
blues.00006.wav,0.27684077620506287,0.129110649228096,1369.0212144713398,1325.5684901988711,2660.5996116408064,0.06465421530597448,-208.3308868408203,131.73556518554688,-30.33693504333496,31.144058227539062,12.572579383850098,-1.6362287998199463,-19.544078826904297,-0.6071247458457947,-6.256387710571289,-6.660777568817139,-8.624446868896484,-3.819786310195923,-5.107944011688232,-9.297575950622559,-4.989986419677734,-9.25677490234375,-10.138450622558594,-7.2778754234313965,-4.2204461097717285,-6.570779323577881,blues
blues.00007.wav,0.3055490255355835,0.1286465972661972,1261.7685562721551,1451.0090377681936,2576.227925382468,0.052068794409802784,-191.36500549316406,147.0847625732422,-26.78156280517578,37.03040313720703,9.709134101867676,9.596296310424805,-17.72945213317871,7.143012046813965,-9.734057426452637,-6.56489372253418,-5.865747928619385,-7.480372428894043,-2.89249849319458,-7.89054536819458,-8.466608047485352,-7.469780445098877,-11.106066703796387,-11.662936210632324,-4.570226669311523,-9.115492820739746,blues
blues.00008.wav,0.3930263817310333,0.1448720097541809,1590.083750736238,1888.6542207252353,3455.7668451366735,0.06080404401102088,-126.68855285644531,130.1005859375,-19.86687660217285,49.44948959350586,-8.648672103881836,19.94401741027832,-18.978565216064453,20.952957153320312,-10.522744178771973,19.63594627380371,-5.079452991485596,4.95159912109375,-11.540664672851562,3.565140962600708,-3.9702024459838867,-2.440713405609131,-5.556516647338867,1.3340243101119995,4.6538496017456055,-3.3057305812835693,blues
blues.00009.wav,0.26646876335144043,0.08889706432819366,1765.8978471478163,1874.1743420454013,3800.422997707004,0.078861953487529,-208.75462341308594,118.78788757324219,-16.661352157592773,43.465782165527344,-22.0484561920166,13.088343620300293,-8.78671932220459,6.9469757080078125,-11.725903511047363,3.2659711837768555,-4.922946929931641,1.4081904888153076,1.6970787048339844,-8.054007530212402,-0.7287300229072571,-3.7393743991851807,-2.6238741874694824,-2.5151045322418213,3.9695708751678467,-4.872361660003662,blues
